Geography,Timeframe,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units
Phoenix/Tucson,Weekly,6/7/2020 0:00,Conventional,0.88,1395856,485987,209486,4344,695988,257347,438315,326
Phoenix/Tucson,Weekly,5/31/2020 0:00,Conventional,0.76,1605302,589645,234487,4611,776505,301517,474627,361
Phoenix/Tucson,Weekly,5/24/2020 0:00,Conventional,0.76,1734519,437992,274446,4929,1017060,272781,737882,6397
Pittsburgh,Weekly,6/14/2020 0:00,Conventional,1.2,162971,41946,13966,56,107003,103438,1052,2513
Pittsburgh,Weekly,6/7/2020 0:00,Conventional,1.28,156644,45870,19005,62,91706,87234,4465,7
Pittsburgh,Weekly,5/31/2020 0:00,Conventional,1.01,221227,78294,18454,63,124416,119811,4324,281
Pittsburgh,Weekly,5/24/2020 0:00,Conventional,1.29,156895,51052,20551,45,85248,75967,4552,4728
Plains,Weekly,6/14/2020 0:00,Conventional,1.08,2890080,1130966,511969,2010,1245135,1057566,133809,53760
Plains,Weekly,6/7/2020 0:00,Conventional,1.06,2969091,1154226,516304,1914,1296648,1164098,70224,62325
Plains,Weekly,5/31/2020 0:00,Conventional,1.06,2995286,1178134,585252,2079,1229821,1083341,99397,47082
Plains,Weekly,5/24/2020 0:00,Conventional,1.08,3005790,1193412,574563,2727,1235089,982579,180108,72401
Portland,Weekly,6/14/2020 0:00,Conventional,1.04,924752,126994,101681,4306,691771,377070,287886,26816
Portland,Weekly,6/7/2020 0:00,Conventional,1.13,958689,128938,85831,3654,740265,395146,315006,30113
Portland,Weekly,5/31/2020 0:00,Conventional,1.07,975713,143810,92882,2944,736076,440651,266162,29263
Portland,Weekly,5/24/2020 0:00,Conventional,1.17,937193,140744,84117,2287,710046,377681,304195,28170
Raleigh/Greensboro,Weekly,6/14/2020 0:00,Conventional,1.16,529881,239137,81919,6592,202233,154660,47566,7
Raleigh/Greensboro,Weekly,6/7/2020 0:00,Conventional,1.15,542332,251912,84492,6402,199526,151073,48450,3
Raleigh/Greensboro,Weekly,5/31/2020 0:00,Conventional,1.12,551872,264138,82803,5089,199843,152679,47164,0
Raleigh/Greensboro,Weekly,5/24/2020 0:00,Conventional,1.1,534769,252208,74018,5073,203470,163399,40062,9
Richmond/Norfolk,Weekly,6/14/2020 0:00,Conventional,0.95,475688,158190,91803,1472,224223,174727,46595,2900
Richmond/Norfolk,Weekly,6/7/2020 0:00,Conventional,1,474262,155503,106993,1470,210296,161839,43694,4764
Richmond/Norfolk,Weekly,5/31/2020 0:00,Conventional,1.01,468684,158551,102053,1280,206800,158359,41778,6664
Richmond/Norfolk,Weekly,5/24/2020 0:00,Conventional,1.01,477466,158593,90724,1246,226902,179338,40399,7164
Roanoke,Weekly,6/14/2020 0:00,Conventional,0.88,283871,96068,29286,11,158507,133210,24670,626
Roanoke,Weekly,6/7/2020 0:00,Conventional,0.95,264017,94265,34048,53,135651,108899,25634,1119
Roanoke,Weekly,5/31/2020 0:00,Conventional,0.98,254616,97251,32317,38,125010,100983,22512,1514
Roanoke,Weekly,5/24/2020 0:00,Conventional,0.95,270540,104078,27492,1,138968,115288,22013,1668
Sacramento,Weekly,6/14/2020 0:00,Conventional,1.16,673737,189460,291961,7037,185279,107150,68551,9578
Sacramento,Weekly,6/7/2020 0:00,Conventional,1.51,580120,164677,223588,7125,184729,98634,68341,17755
Sacramento,Weekly,5/31/2020 0:00,Conventional,1.45,601456,179944,221457,5221,194833,102082,68243,24508
Sacramento,Weekly,5/24/2020 0:00,Conventional,1.4,600699,189539,220375,2626,188159,105954,60861,21344
San Diego,Weekly,6/14/2020 0:00,Conventional,1.18,686611,141417,26674,25113,493406,251028,169066,73313
San Diego,Weekly,6/7/2020 0:00,Conventional,1.14,741694,143304,36186,40837,521368,258783,224054,38531
San Diego,Weekly,5/31/2020 0:00,Conventional,1,858451,147409,42271,36369,632402,247816,326583,58004
San Diego,Weekly,5/24/2020 0:00,Conventional,1.18,762301,160359,32202,16139,553601,280623,225289,47689
San Francisco,Weekly,6/14/2020 0:00,Conventional,1.39,1139236,266351,319585,9668,543631,207752,271808,64071
San Francisco,Weekly,6/7/2020 0:00,Conventional,1.56,1110795,228800,353618,10050,518327,192317,244163,81847
San Francisco,Weekly,5/31/2020 0:00,Conventional,1.4,1201844,211713,382892,10766,596473,192523,319553,84397
San Francisco,Weekly,5/24/2020 0:00,Conventional,1.48,1086816,240006,311849,5431,529530,199650,225610,104269
Seattle,Weekly,6/14/2020 0:00,Conventional,1.35,800673,81288,115564,639,603182,302169,296497,4516
Seattle,Weekly,6/7/2020 0:00,Conventional,1.45,772459,82934,107518,254,581753,253258,322790,5705
Seattle,Weekly,5/31/2020 0:00,Conventional,1.3,812261,110064,92183,590,609423,386445,216460,6518
Seattle,Weekly,5/24/2020 0:00,Conventional,1.46,759730,105236,101041,725,552729,309818,238844,4067
South Carolina,Weekly,6/14/2020 0:00,Conventional,1.14,643568,291441,57899,2963,291265,226175,63821,1269
